23562
32	16	16	0
32	16	48	0
32	16	80	0
32	16	112	0
32	16	144	0
32	16	176	0
32	16	208	0
32	16	240	0
32	48	16	0
32	48	48	0
32	48	80	0
32	48	112	0
32	48	144	0
32	48	176	0
32	48	208	0
32	48	240	0
32	80	16	0
32	80	48	0
32	80	80	0
32	80	112	0
32	80	144	0
32	80	176	0
32	80	208	0
32	80	240	0
32	112	16	0
32	112	48	0
32	112	80	0
32	112	112	2201
32	112	144	5459
32	112	176	3
32	112	208	0
32	112	240	0
32	144	16	0
32	144	48	0
32	144	80	50
32	144	112	704
32	144	144	1242
32	144	176	19
32	144	208	0
32	144	240	0
32	176	16	0
32	176	48	8
32	176	80	17
32	176	112	5
32	176	144	17
32	176	176	1
32	176	208	0
32	176	240	0
32	208	16	0
32	208	48	0
32	208	80	0
32	208	112	0
32	208	144	0
32	208	176	0
32	208	208	0
32	208	240	0
32	240	16	0
32	240	48	0
32	240	80	0
32	240	112	0
32	240	144	0
32	240	176	0
32	240	208	0
32	240	240	0
96	16	16	0
96	16	48	0
96	16	80	0
96	16	112	0
96	16	144	0
96	16	176	0
96	16	208	0
96	16	240	0
96	48	16	0
96	48	48	0
96	48	80	0
96	48	112	0
96	48	144	0
96	48	176	0
96	48	208	0
96	48	240	0
96	80	16	0
96	80	48	0
96	80	80	0
96	80	112	0
96	80	144	116
96	80	176	5
96	80	208	0
96	80	240	0
96	112	16	0
96	112	48	0
96	112	80	452
96	112	112	3820
96	112	144	1675
96	112	176	82
96	112	208	0
96	112	240	0
96	144	16	0
96	144	48	1
96	144	80	411
96	144	112	150
96	144	144	610
96	144	176	190
96	144	208	0
96	144	240	0
96	176	16	0
96	176	48	7
96	176	80	19
96	176	112	14
96	176	144	61
96	176	176	125
96	176	208	0
96	176	240	0
96	208	16	0
96	208	48	0
96	208	80	0
96	208	112	1
96	208	144	0
96	208	176	663
96	208	208	0
96	208	240	0
96	240	16	0
96	240	48	0
96	240	80	0
96	240	112	0
96	240	144	0
96	240	176	0
96	240	208	0
96	240	240	0
160	16	16	0
160	16	48	0
160	16	80	0
160	16	112	0
160	16	144	0
160	16	176	0
160	16	208	0
160	16	240	0
160	48	16	0
160	48	48	0
160	48	80	0
160	48	112	0
160	48	144	0
160	48	176	0
160	48	208	0
160	48	240	0
160	80	16	0
160	80	48	0
160	80	80	0
160	80	112	30
160	80	144	112
160	80	176	12
160	80	208	0
160	80	240	0
160	112	16	0
160	112	48	0
160	112	80	771
160	112	112	1461
160	112	144	548
160	112	176	63
160	112	208	2
160	112	240	0
160	144	16	0
160	144	48	0
160	144	80	25
160	144	112	35
160	144	144	188
160	144	176	109
160	144	208	0
160	144	240	0
160	176	16	0
160	176	48	4
160	176	80	87
160	176	112	64
160	176	144	10
160	176	176	6
160	176	208	0
160	176	240	0
160	208	16	0
160	208	48	0
160	208	80	196
160	208	112	1
160	208	144	1
160	208	176	72
160	208	208	1
160	208	240	0
160	240	16	0
160	240	48	0
160	240	80	0
160	240	112	0
160	240	144	0
160	240	176	0
160	240	208	0
160	240	240	0
224	16	16	0
224	16	48	0
224	16	80	0
224	16	112	0
224	16	144	0
224	16	176	0
224	16	208	0
224	16	240	0
224	48	16	0
224	48	48	0
224	48	80	0
224	48	112	0
224	48	144	419
224	48	176	59
224	48	208	0
224	48	240	0
224	80	16	0
224	80	48	0
224	80	80	0
224	80	112	66
224	80	144	126
224	80	176	3
224	80	208	0
224	80	240	0
224	112	16	0
224	112	48	0
224	112	80	4
224	112	112	81
224	112	144	478
224	112	176	174
224	112	208	29
224	112	240	0
224	144	16	0
224	144	48	0
224	144	80	1
224	144	112	38
224	144	144	104
224	144	176	41
224	144	208	0
224	144	240	0
224	176	16	0
224	176	48	0
224	176	80	1
224	176	112	12
224	176	144	0
224	176	176	0
224	176	208	0
224	176	240	0
224	208	16	0
224	208	48	0
224	208	80	0
224	208	112	0
224	208	144	0
224	208	176	0
224	208	208	0
224	208	240	0
224	240	16	0
224	240	48	0
224	240	80	0
224	240	112	0
224	240	144	0
224	240	176	0
224	240	208	0
224	240	240	0
