23562
32	16	16	0
32	16	48	0
32	16	80	0
32	16	112	0
32	16	144	0
32	16	176	0
32	16	208	0
32	16	240	0
32	48	16	0
32	48	48	0
32	48	80	0
32	48	112	0
32	48	144	0
32	48	176	0
32	48	208	0
32	48	240	0
32	80	16	0
32	80	48	0
32	80	80	0
32	80	112	0
32	80	144	0
32	80	176	0
32	80	208	0
32	80	240	0
32	112	16	0
32	112	48	0
32	112	80	0
32	112	112	1311
32	112	144	9243
32	112	176	0
32	112	208	0
32	112	240	0
32	144	16	0
32	144	48	0
32	144	80	235
32	144	112	468
32	144	144	1130
32	144	176	0
32	144	208	0
32	144	240	0
32	176	16	0
32	176	48	151
32	176	80	331
32	176	112	0
32	176	144	313
32	176	176	1
32	176	208	0
32	176	240	0
32	208	16	0
32	208	48	1
32	208	80	0
32	208	112	0
32	208	144	0
32	208	176	0
32	208	208	0
32	208	240	0
32	240	16	0
32	240	48	0
32	240	80	0
32	240	112	0
32	240	144	0
32	240	176	0
32	240	208	0
32	240	240	0
96	16	16	0
96	16	48	0
96	16	80	0
96	16	112	0
96	16	144	0
96	16	176	0
96	16	208	0
96	16	240	0
96	48	16	0
96	48	48	0
96	48	80	0
96	48	112	0
96	48	144	0
96	48	176	0
96	48	208	0
96	48	240	0
96	80	16	0
96	80	48	0
96	80	80	0
96	80	112	0
96	80	144	0
96	80	176	0
96	80	208	0
96	80	240	0
96	112	16	0
96	112	48	0
96	112	80	0
96	112	112	43
96	112	144	922
96	112	176	0
96	112	208	0
96	112	240	0
96	144	16	0
96	144	48	0
96	144	80	321
96	144	112	25
96	144	144	46
96	144	176	8
96	144	208	0
96	144	240	0
96	176	16	0
96	176	48	346
96	176	80	306
96	176	112	0
96	176	144	377
96	176	176	50
96	176	208	0
96	176	240	0
96	208	16	0
96	208	48	1
96	208	80	0
96	208	112	0
96	208	144	0
96	208	176	0
96	208	208	0
96	208	240	0
96	240	16	0
96	240	48	0
96	240	80	0
96	240	112	0
96	240	144	0
96	240	176	0
96	240	208	0
96	240	240	0
160	16	16	0
160	16	48	0
160	16	80	0
160	16	112	0
160	16	144	0
160	16	176	0
160	16	208	0
160	16	240	0
160	48	16	0
160	48	48	0
160	48	80	0
160	48	112	0
160	48	144	0
160	48	176	0
160	48	208	0
160	48	240	0
160	80	16	0
160	80	48	0
160	80	80	0
160	80	112	0
160	80	144	1
160	80	176	0
160	80	208	0
160	80	240	0
160	112	16	0
160	112	48	0
160	112	80	0
160	112	112	66
160	112	144	7102
160	112	176	324
160	112	208	0
160	112	240	0
160	144	16	0
160	144	48	0
160	144	80	64
160	144	112	3
160	144	144	44
160	144	176	33
160	144	208	10
160	144	240	0
160	176	16	0
160	176	48	51
160	176	80	44
160	176	112	0
160	176	144	1
160	176	176	7
160	176	208	0
160	176	240	0
160	208	16	0
160	208	48	0
160	208	80	0
160	208	112	0
160	208	144	0
160	208	176	0
160	208	208	0
160	208	240	0
160	240	16	0
160	240	48	0
160	240	80	0
160	240	112	0
160	240	144	0
160	240	176	0
160	240	208	0
160	240	240	0
224	16	16	0
224	16	48	0
224	16	80	0
224	16	112	0
224	16	144	0
224	16	176	0
224	16	208	0
224	16	240	0
224	48	16	0
224	48	48	0
224	48	80	0
224	48	112	0
224	48	144	0
224	48	176	0
224	48	208	0
224	48	240	0
224	80	16	0
224	80	48	0
224	80	80	0
224	80	112	0
224	80	144	0
224	80	176	0
224	80	208	0
224	80	240	0
224	112	16	0
224	112	48	0
224	112	80	0
224	112	112	84
224	112	144	80
224	112	176	0
224	112	208	3
224	112	240	0
224	144	16	0
224	144	48	0
224	144	80	0
224	144	112	8
224	144	144	7
224	144	176	0
224	144	208	1
224	144	240	0
224	176	16	0
224	176	48	0
224	176	80	0
224	176	112	0
224	176	144	0
224	176	176	0
224	176	208	0
224	176	240	0
224	208	16	0
224	208	48	0
224	208	80	0
224	208	112	0
224	208	144	0
224	208	176	0
224	208	208	0
224	208	240	0
224	240	16	0
224	240	48	0
224	240	80	0
224	240	112	0
224	240	144	0
224	240	176	0
224	240	208	0
224	240	240	0
